ResourceProvider,ResourceType,Description,Operation
Microsoft.AutonomousDevelopmentPlatform,none,Write Data Streams of New Measurements,Microsoft.AutonomousDevelopmentPlatform/accounts/dataPools/measurements/states/new/dataStreams/write
Microsoft.AutonomousDevelopmentPlatform,none,Delete Data Streams of Operational Measurements,Microsoft.AutonomousDevelopmentPlatform/accounts/dataPools/measurements/states/operational/dataStreams/delete
Microsoft.AutonomousDevelopmentPlatform,none,Read Data Streams of Operational Measurements,Microsoft.AutonomousDevelopmentPlatform/accounts/dataPools/measurements/states/operational/dataStreams/read
Microsoft.AutonomousDevelopmentPlatform,none,Write Data Streams of Operational Measurements,Microsoft.AutonomousDevelopmentPlatform/accounts/dataPools/measurements/states/operational/dataStreams/write
Microsoft.AutonomousDevelopmentPlatform,none,Delete data pools,Microsoft.AutonomousDevelopmentPlatform/accounts/dataPools/delete
Microsoft.AutonomousDevelopmentPlatform,none,Read a data pool,Microsoft.AutonomousDevelopmentPlatform/accounts/dataPools/read
Microsoft.AutonomousDevelopmentPlatform,none,Update data pools,Microsoft.AutonomousDevelopmentPlatform/accounts/dataPools/write
Microsoft.AutonomousDevelopmentPlatform,none,delete Discoveries,Microsoft.AutonomousDevelopmentPlatform/accounts/dataPools/discoveries/delete
Microsoft.AutonomousDevelopmentPlatform,none,Read Discoveries,Microsoft.AutonomousDevelopmentPlatform/accounts/dataPools/discoveries/read
Microsoft.AutonomousDevelopmentPlatform,none,Write Discoveries,Microsoft.AutonomousDevelopmentPlatform/accounts/dataPools/discoveries/write
Microsoft.AutonomousDevelopmentPlatform,none,Delete Measurement Collections,Microsoft.AutonomousDevelopmentPlatform/accounts/measurementCollections/delete
Microsoft.AutonomousDevelopmentPlatform,none,Read Measurement Collections,Microsoft.AutonomousDevelopmentPlatform/accounts/measurementCollections/read
Microsoft.AutonomousDevelopmentPlatform,none,Write Measurement Collections,Microsoft.AutonomousDevelopmentPlatform/accounts/measurementCollections/write
Microsoft.AutonomousDevelopmentPlatform,none,Change State of New Measurements,Microsoft.AutonomousDevelopmentPlatform/accounts/dataPools/measurements/states/new/changeState/action
Microsoft.AutonomousDevelopmentPlatform,none,Delete New Measurements,Microsoft.AutonomousDevelopmentPlatform/accounts/dataPools/measurements/states/new/delete
Microsoft.AutonomousDevelopmentPlatform,none,Read New Measurements,Microsoft.AutonomousDevelopmentPlatform/accounts/dataPools/measurements/states/new/read
Microsoft.AutonomousDevelopmentPlatform,none,Run Validations for New Measurements,Microsoft.AutonomousDevelopmentPlatform/accounts/dataPools/measurements/states/new/runValidations/action
Microsoft.AutonomousDevelopmentPlatform,none,Update Metadata of New Measurements,Microsoft.AutonomousDevelopmentPlatform/accounts/dataPools/measurements/states/new/updateMetadata/action
Microsoft.AutonomousDevelopmentPlatform,none,Write New Measurements,Microsoft.AutonomousDevelopmentPlatform/accounts/dataPools/measurements/states/new/write
Microsoft.AutonomousDevelopmentPlatform,none,Change State of Operational Measurements,Microsoft.AutonomousDevelopmentPlatform/accounts/dataPools/measurements/states/operational/changeState/action
Microsoft.AutonomousDevelopmentPlatform,none,Delete Operational Measurements,Microsoft.AutonomousDevelopmentPlatform/accounts/dataPools/measurements/states/operational/delete
Microsoft.AutonomousDevelopmentPlatform,none,Read Operational Measurements,Microsoft.AutonomousDevelopmentPlatform/accounts/dataPools/measurements/states/operational/read
Microsoft.AutonomousDevelopmentPlatform,none,Run Validations for Operational Measurements,Microsoft.AutonomousDevelopmentPlatform/accounts/dataPools/measurements/states/operational/runValidations/action
Microsoft.AutonomousDevelopmentPlatform,none,Update Metadata of Operational Measurements,Microsoft.AutonomousDevelopmentPlatform/accounts/dataPools/measurements/states/operational/updateMetadata/action
Microsoft.AutonomousDevelopmentPlatform,none,Write Operational Measurements,Microsoft.AutonomousDevelopmentPlatform/accounts/dataPools/measurements/states/operational/write
Microsoft.AutonomousDevelopmentPlatform,none,delete Uploads,Microsoft.AutonomousDevelopmentPlatform/accounts/dataPools/uploads/delete
Microsoft.AutonomousDevelopmentPlatform,none,Read Uploads,Microsoft.AutonomousDevelopmentPlatform/accounts/dataPools/uploads/read
Microsoft.AutonomousDevelopmentPlatform,none,Write Uploads,Microsoft.AutonomousDevelopmentPlatform/accounts/dataPools/uploads/write
Microsoft.AutonomousDevelopmentPlatform,operations,Read operations,Microsoft.AutonomousDevelopmentPlatform/operations/read
Microsoft.AutonomousSystems,n/a,n/a,n/a
Microsoft.AutonomousSystems,workspaces,n/a,n/a
Microsoft.AutonomousSystems,workspaces/operationresults,n/a,n/a
Microsoft.AutonomousSystems,workspaces/validateCreateRequest,n/a,n/a
Microsoft.AVS,locations,Checks if the privateCloud Name is available,Microsoft.AVS/locations/checkNameAvailability/read
Microsoft.AVS,locations,Checks if quota is available for the subscription,Microsoft.AVS/locations/checkQuotaAvailability/read
Microsoft.AVS,locations,Checks if trial is available for the subscription,Microsoft.AVS/locations/checkTrialAvailability/read
Microsoft.AVS,none,Checks if the privateCloud Name is available,Microsoft.AVS/checkNameAvailability/read
Microsoft.AVS,none,Register Subscription for Microsoft.AVS resource provider.,Microsoft.AVS/register/action
Microsoft.AVS,none,Unregister Subscription for Microsoft.AVS resource provider.,Microsoft.AVS/unregister/action
Microsoft.AVS,operations,Lists operations available on Microsoft.AVS resource provider.,Microsoft.AVS/operations/read
Microsoft.AVS,privateClouds,Creates or updates a PrivateCloud resource.,Microsoft.AVS/privateClouds/write
Microsoft.AVS,privateClouds,Delete a specific PrivateCloud.,Microsoft.AVS/privateClouds/delete
Microsoft.AVS,privateClouds,Lists the AdminCredentials for privateClouds.,Microsoft.AVS/privateClouds/listAdminCredentials/action
Microsoft.AVS,privateClouds,Gets the settings for the specified PrivateCloud.,Microsoft.AVS/privateClouds/read
Microsoft.AVS,privateClouds,Registers the Microsoft Microsoft.AVS resource provider and enables creation of Private Clouds.,Microsoft.AVS/privateClouds/register/action
Microsoft.AVS,privateClouds,Create or update a PrivateCloud authorization resource.,Microsoft.AVS/privateClouds/authorizations/write
Microsoft.AVS,privateClouds,Delete a specific PrivateCloud authorization.,Microsoft.AVS/privateClouds/authorizations/delete
Microsoft.AVS,privateClouds,Gets the authorization settings for a PrivateCloud cluster.,Microsoft.AVS/privateClouds/authorizations/read
Microsoft.AVS,privateClouds,Create or update a PrivateCloud cluster resource.,Microsoft.AVS/privateClouds/clusters/write
Microsoft.AVS,privateClouds,Delete a specific PrivateCloud cluster.,Microsoft.AVS/privateClouds/clusters/delete
Microsoft.AVS,privateClouds,Gets the cluster settings for a PrivateCloud cluster.,Microsoft.AVS/privateClouds/clusters/read
Microsoft.AVS,privateClouds,Reads privateClouds/clusters operationresults.,Microsoft.AVS/privateclouds/clusters/operationresults/read
Microsoft.AVS,privateClouds,Reads privateClouds/clusters operationstatuses.,Microsoft.AVS/privateClouds/clusters/operationstatuses/read
Microsoft.AVS,privateClouds,Create or update a hcxEnterpriseSites.,Microsoft.AVS/privateClouds/hcxEnterpriseSites/write
Microsoft.AVS,privateClouds,Delete a specific hcxEnterpriseSites.,Microsoft.AVS/privateClouds/hcxEnterpriseSites/delete
Microsoft.AVS,privateClouds,Gets the hcxEnterpriseSites for a PrivateCloud.,Microsoft.AVS/privateClouds/hcxEnterpriseSites/read
Microsoft.AVS,privateClouds,Create or update a hostInstances.,Microsoft.AVS/privateClouds/hostInstances/write
Microsoft.AVS,privateClouds,Delete a specific hostInstances.,Microsoft.AVS/privateClouds/hostInstances/delete
Microsoft.AVS,privateClouds,Gets the hostInstances for a PrivateCloud.,Microsoft.AVS/privateClouds/hostInstances/read
Microsoft.AVS,privateClouds,Reads privateClouds operationresults.,Microsoft.AVS/privateClouds/operationresults/read
Microsoft.AVS,privateClouds,Reads privateClouds operationstatuses.,Microsoft.AVS/privateClouds/operationstatuses/read
Microsoft.AVS,privateClouds/addons,n/a,n/a
Microsoft.AVS,privateClouds/globalReachConnections,n/a,n/a
Microsoft.AVS,privateClouds/workloadNetworks,n/a,n/a
Microsoft.AVS,privateClouds/workloadNetworks/dhcpConfigurations,n/a,n/a
Microsoft.AVS,privateClouds/workloadNetworks/dnsServices,n/a,n/a
Microsoft.AVS,privateClouds/workloadNetworks/dnsZones,n/a,n/a
Microsoft.AVS,privateClouds/workloadNetworks/gateways,n/a,n/a
Microsoft.AVS,privateClouds/workloadNetworks/portMirroringProfiles,n/a,n/a
Microsoft.AVS,privateClouds/workloadNetworks/segments,n/a,n/a
Microsoft.AVS,privateClouds/workloadNetworks/virtualMachines,n/a,n/a
Microsoft.AVS,privateClouds/workloadNetworks/vmGroups,n/a,n/a
Microsoft.AzureActiveDirectory,b2cDirectories,Create or update B2C Dictory resource,Microsoft.AzureActiveDirectory/b2cDirectories/write
Microsoft.AzureActiveDirectory,b2cDirectories,Delete B2C Directory resource,Microsoft.AzureActiveDirectory/b2cDirectories/delete
Microsoft.AzureActiveDirectory,b2cDirectories,View B2C Directory resource,Microsoft.AzureActiveDirectory/b2cDirectories/read
Microsoft.AzureActiveDirectory,b2ctenants,Lists all B2C tenants where the user is a member,Microsoft.AzureActiveDirectory/b2ctenants/read
Microsoft.AzureActiveDirectory,checkNameAvailability,n/a,n/a
Microsoft.AzureActiveDirectory,guestUsages,n/a,n/a
Microsoft.AzureActiveDirectory,none,Register subscription for Microsoft.AzureActiveDirectory resource provider,Microsoft.AzureActiveDirectory/register/action
Microsoft.AzureActiveDirectory,operations,Read all API operations available for Microsoft.AzureActiveDirectory resource provider,Microsoft.AzureActiveDirectory/operations/read
Microsoft.AzureArcData,dataControllers,Create a new or change properties of existing dataControllers,Microsoft.AzureArcData/dataControllers/write
Microsoft.AzureArcData,dataControllers,Delete exisiting dataControllers,Microsoft.AzureArcData/dataControllers/delete
Microsoft.AzureArcData,dataControllers,Retrieves details of dataControllers,Microsoft.AzureArcData/dataControllers/read
Microsoft.AzureArcData,locations,n/a,n/a
Microsoft.AzureArcData,Locations/OperationStatuses,n/a,n/a
Microsoft.AzureArcData,Operations,Get all operations,Microsoft.AzureArcData/operations/read
Microsoft.AzureArcData,postgresInstances,Create a new or change properties of existing Postgres Instances,Microsoft.AzureArcData/postgresInstances/write
Microsoft.AzureArcData,postgresInstances,Delete exisiting Postgres Instances,Microsoft.AzureArcData/postgresInstances/delete
